a,b,c,seed,model,metric,value
0.3,0.1,0.5,9107,eta1_bench,AUC,0.6792282370079205
0.3,0.1,0.5,9107,eta1_bench,F,0.2606506193977238
0.3,0.1,0.5,9107,eta1_bench,ACC,0.2480794837652361
0.3,0.1,0.5,9107,eta,AUC,0.8450101649867579
0.3,0.1,0.5,9107,eta,F,0.93852593266606
0.3,0.1,0.5,9107,eta,ACC,0.8875499334221039
0.3,0.1,0.5,9107,eta_bench,AUC,0.8406395440411482
0.3,0.1,0.5,9107,eta_bench,F,0.7066750690775123
0.3,0.1,0.5,9107,eta_bench,ACC,0.5971371504660453
0.3,0.1,0.5,5780,eta0,AUC,0.8465027401910858
0.3,0.1,0.5,5780,eta0,F,0.9323005093378609
0.3,0.1,0.5,5780,eta0,ACC,0.8786380064675671
0.3,0.1,0.5,5780,eta0_bench,AUC,0.8465027401910858
0.3,0.1,0.5,5780,eta0_bench,F,0.8074961754207038
0.3,0.1,0.5,5780,eta0_bench,ACC,0.712763933802549
0.3,0.1,0.5,5780,eta1,AUC,0.8440030843663723
0.3,0.1,0.5,5780,eta1,F,0.9419497376415356
0.3,0.1,0.5,5780,eta1,ACC,0.8923486633207006
0.3,0.1,0.5,5780,eta1_bench,AUC,0.6668964682377403
0.3,0.1,0.5,5780,eta1_bench,F,0.15626336041043182
0.3,0.1,0.5,5780,eta1_bench,ACC,0.191437058281266
0.3,0.1,0.5,5780,eta,AUC,0.849491729800153
0.3,0.1,0.5,5780,eta,F,0.9399753819419304
0.3,0.1,0.5,5780,eta,ACC,0.8896138482023968
0.3,0.1,0.5,5780,eta_bench,AUC,0.8424331296163591
0.3,0.1,0.5,5780,eta_bench,F,0.6815664556962024
0.3,0.1,0.5,5780,eta_bench,ACC,0.5712383488681758
0.3,0.1,0.5,3824,eta0,AUC,0.8412962154647009
0.3,0.1,0.5,3824,eta0,F,0.9344382670722753
0.3,0.1,0.5,3824,eta0,ACC,0.8811108997527106
0.3,0.1,0.5,3824,eta0_bench,AUC,0.8412962154647009
0.3,0.1,0.5,3824,eta0_bench,F,0.8403444034440344
0.3,0.1,0.5,3824,eta0_bench,ACC,0.7530911166064295
0.3,0.1,0.5,3824,eta1,AUC,0.8420242883679104
0.3,0.1,0.5,3824,eta1,F,0.9413129973474801
0.3,0.1,0.5,3824,eta1,ACC,0.8912219604629724
0.3,0.1,0.5,3824,eta1_bench,AUC,0.7078322763885243
0.3,0.1,0.5,3824,eta1_bench,F,0.17474085043367887
0.3,0.1,0.5,3824,eta1_bench,ACC,0.20086039127317423
0.3,0.1,0.5,3824,eta,AUC,0.8448919194353086
0.3,0.1,0.5,3824,eta,F,0.9387858408359547
0.3,0.1,0.5,3824,eta,ACC,0.8872836218375499
0.3,0.1,0.5,3824,eta_bench,AUC,0.8443196760555888
0.3,0.1,0.5,3824,eta_bench,F,0.7206206302078345
0.3,0.1,0.5,3824,eta_bench,ACC,0.6115845539280959
0.3,0.1,0.5,2937,eta0,AUC,0.8439125725463569
0.3,0.1,0.5,2937,eta0,F,0.9302621802356439
0.3,0.1,0.5,2937,eta0,ACC,0.8750237778200495
0.3,0.1,0.5,2937,eta0_bench,AUC,0.8439125725463569
0.3,0.1,0.5,2937,eta0_bench,F,0.8090401218892839
0.3,0.1,0.5,2937,eta0_bench,ACC,0.7139052691649229
0.3,0.1,0.5,2937,eta1,AUC,0.8381080993100867
0.3,0.1,0.5,2937,eta1,F,0.9417491840460253
0.3,0.1,0.5,2937,eta1,ACC,0.8921438082556591
0.3,0.1,0.5,2937,eta1_bench,AUC,0.7094281714956532
0.3,0.1,0.5,2937,eta1_bench,F,0.24707914253784416
0.3,0.1,0.5,2937,eta1_bench,ACC,0.24090955648878418
0.3,0.1,0.5,2937,eta,AUC,0.8441597483213951
0.3,0.1,0.5,2937,eta,F,0.9391323273360418
0.3,0.1,0.5,2937,eta,ACC,0.8882822902796271
0.3,0.1,0.5,2937,eta_bench,AUC,0.8400363832465998
0.3,0.1,0.5,2937,eta_bench,F,0.7068280871670704
0.3,0.1,0.5,2937,eta_bench,ACC,0.5969374167776298
0.3,0.1,0.5,9724,eta0,AUC,0.8476971078455147
0.3,0.1,0.5,9724,eta0,F,0.9311663479923517
0.3,0.1,0.5,9724,eta0,ACC,0.8767357808636104
0.3,0.1,0.5,9724,eta0_bench,AUC,0.8476971078455147
0.3,0.1,0.5,9724,eta0_bench,F,0.817929992445228
0.3,0.1,0.5,9724,eta0_bench,ACC,0.7249381776678714
0.3,0.1,0.5,9724,eta1,AUC,0.8297426710694166
0.3,0.1,0.5,9724,eta1,F,0.9419511925183996
0.3,0.1,0.5,9724,eta1,ACC,0.892553518385742
0.3,0.1,0.5,9724,eta1_bench,AUC,0.7126617715575033
0.3,0.1,0.5,9724,eta1_bench,F,0.27569673359304764
0.3,0.1,0.5,9724,eta1_bench,ACC,0.25729796169210284
0.3,0.1,0.5,9724,eta,AUC,0.8429197555396309
0.3,0.1,0.5,9724,eta,F,0.9394973852411389
