a,b,c,seed,model,metric,value
0.3,0.1,0.5,6932,eta,ACC,0.8052567580207651
0.3,0.1,0.5,6932,eta_bench,AUC,0.834489245832608
0.3,0.1,0.5,6932,eta_bench,F,0.03613620569840167
0.3,0.1,0.5,6932,eta_bench,ACC,0.74052941726686
0.3,0.1,0.5,1626,eta0,AUC,0.8351231817295937
0.3,0.1,0.5,1626,eta0,F,0.49454545454545445
0.3,0.1,0.5,1626,eta0,ACC,0.80754586362063
0.3,0.1,0.5,1626,eta0_bench,AUC,0.8351231817295937
0.3,0.1,0.5,1626,eta0_bench,F,0.12198221092757305
0.3,0.1,0.5,1626,eta0_bench,ACC,0.7608168916580131
0.3,0.1,0.5,1626,eta1,AUC,0.8325073900191271
0.3,0.1,0.5,1626,eta1,F,0.5622317596566524
0.3,0.1,0.5,1626,eta1,ACC,0.7923875432525952
0.3,0.1,0.5,1626,eta1_bench,AUC,0.4241717063560404
0.3,0.1,0.5,1626,eta1_bench,F,0.013235294117647057
0.3,0.1,0.5,1626,eta1_bench,ACC,0.7268471402401792
0.3,0.1,0.5,1626,eta,AUC,0.847086140686863
0.3,0.1,0.5,1626,eta,F,0.5238857142857143
0.3,0.1,0.5,1626,eta,ACC,0.8051632214011786
0.3,0.1,0.5,1626,eta_bench,AUC,0.8327640596203859
0.3,0.1,0.5,1626,eta_bench,F,0.05031013094417643
0.3,0.1,0.5,1626,eta_bench,ACC,0.7422130764194182
0.3,0.1,0.5,7010,eta0,AUC,0.842649530356605
0.3,0.1,0.5,7010,eta0,F,0.5491163173037402
0.3,0.1,0.5,7010,eta0,ACC,0.8101419176185531
0.3,0.1,0.5,7010,eta0_bench,AUC,0.842649530356605
0.3,0.1,0.5,7010,eta0_bench,F,0.09389067524115756
0.3,0.1,0.5,7010,eta0_bench,ACC,0.7561439944617515
0.3,0.1,0.5,7010,eta1,AUC,0.8308611192228686
0.3,0.1,0.5,7010,eta1,F,0.5324384787472035
0.3,0.1,0.5,7010,eta1,ACC,0.7872990026460411
0.3,0.1,0.5,7010,eta1_bench,AUC,0.4735178154995303
0.3,0.1,0.5,7010,eta1_bench,F,0.005908419497784342
0.3,0.1,0.5,7010,eta1_bench,ACC,0.7260329737431305
0.3,0.1,0.5,7010,eta,AUC,0.84834341710365
0.3,0.1,0.5,7010,eta,F,0.5477815699658702
0.3,0.1,0.5,7010,eta,ACC,0.8017023664764755
0.3,0.1,0.5,7010,eta_bench,AUC,0.8411951861310346
0.3,0.1,0.5,7010,eta_bench,F,0.03678001387925052
0.3,0.1,0.5,7010,eta_bench,ACC,0.7403423440276868
0.3,0.1,0.5,324,eta0,AUC,0.8281544634472914
0.3,0.1,0.5,324,eta0,F,0.5624502784407319
0.3,0.1,0.5,324,eta0,ACC,0.8096227068189685
0.3,0.1,0.5,324,eta0_bench,AUC,0.8281544634472914
0.3,0.1,0.5,324,eta0_bench,F,0.10834926704907584
0.3,0.1,0.5,324,eta0_bench,ACC,0.7578746971270336
0.3,0.1,0.5,324,eta1,AUC,0.8320075809574204
0.3,0.1,0.5,324,eta1,F,0.5493079584775087
0.3,0.1,0.5,324,eta1,ACC,0.7879096275188276
0.3,0.1,0.5,324,eta1_bench,AUC,0.46347379569519426
0.3,0.1,0.5,324,eta1_bench,F,0.013206162876008802
0.3,0.1,0.5,324,eta1_bench,ACC,0.7262365153673926
0.3,0.1,0.5,324,eta,AUC,0.8431410215353974
0.3,0.1,0.5,324,eta,F,0.5669521621057029
0.3,0.1,0.5,324,eta,ACC,0.8060985875970442
0.3,0.1,0.5,324,eta_bench,AUC,0.8269379647412334
0.3,0.1,0.5,324,eta_bench,F,0.055020632737276476
0.3,0.1,0.5,324,eta_bench,ACC,0.7429613693761108
0.3,0.1,0.5,3045,eta0,AUC,0.8399537633483258
0.3,0.1,0.5,3045,eta0,F,0.49596412556053804
0.3,0.1,0.5,3045,eta0,ACC,0.8054690204222914
0.3,0.1,0.5,3045,eta0_bench,AUC,0.8399537633483258
0.3,0.1,0.5,3045,eta0_bench,F,0.10038610038610038
0.3,0.1,0.5,3045,eta0_bench,ACC,0.7580477673935618
0.3,0.1,0.5,3045,eta1,AUC,0.8375759905287951
0.3,0.1,0.5,3045,eta1,F,0.5167910447761194
0.3,0.1,0.5,3045,eta1,ACC,0.7891308772644006
0.3,0.1,0.5,3045,eta1_bench,AUC,0.502775885034348
0.3,0.1,0.5,3045,eta1_bench,F,0.017582417582417582
0.3,0.1,0.5,3045,eta1_bench,ACC,0.7270506818644413
0.3,0.1,0.5,3045,eta,AUC,0.8515705242989248
0.3,0.1,0.5,3045,eta,F,0.5067662155856275
0.3,0.1,0.5,3045,eta,ACC,0.802263586193995
0.3,0.1,0.5,3045,eta_bench,AUC,0.8409525712486705
0.3,0.1,0.5,3045,eta_bench,F,0.040872878420505715
0.3,0.1,0.5,3045,eta_bench,ACC,0.7409971003647928
0.3,0.1,0.5,9651,eta0,AUC,0.8384567829364165
0.3,0.1,0.5,9651,eta0,F,0.5269512721000432
0.3,0.1,0.5,9651,eta0,ACC,0.8101419176185531
0.3,0.1,0.5,9651,eta0_bench,AUC,0.8384567829364165
0.3,0.1,0.5,9651,eta0_bench,F,0.13123028391167194
0.3,0.1,0.5,9651,eta0_bench,ACC,0.7616822429906542
0.3,0.1,0.5,9651,eta1,AUC,0.8247011753312717
0.3,0.1,0.5,9651,eta1,F,0.5721331689272503
0.3,0.1,0.5,9651,eta1,ACC,0.7881131691430897
0.3,0.1,0.5,9651,eta1_bench,AUC,0.5825350531923302
0.3,0.1,0.5,9651,eta1_bench,F,0.02627737226277372
0.3,0.1,0.5,9651,eta1_bench,ACC,0.7284754732342764
0.3,0.1,0.5,9651,eta,AUC,0.841613255910665
0.3,0.1,0.5,9651,eta,F,0.5499891563652137
0.3,0.1,0.5,9651,eta,ACC,0.8059115143578711
0.3,0.1,0.5,9651,eta_bench,AUC,0.8375590750775564
0.3,0.1,0.5,9651,eta_bench,F,0.07848443843031122
0.3,0.1,0.5,9651,eta_bench,ACC,0.7452062482461884
0.3,0.1,0.5,5252,eta0,AUC,0.8222578191638803
0.3,0.1,0.5,5252,eta0,F,0.5557390586292321
0.3,0.1,0.5,5252,eta0,ACC,0.8137763932156455
0.3,0.1,0.5,5252,eta0_bench,AUC,0.8222578191638803
0.3,0.1,0.5,5252,eta0_bench,F,0.14971927635683097
0.3,0.1,0.5,5252,eta0_bench,ACC,0.7641052267220492
0.3,0.1,0.5,5252,eta1,AUC,0.80685510071475
0.3,0.1,0.5,5252,eta1,F,0.523574315222272
0.3,0.1,0.5,5252,eta1,ACC,0.7840423366578465
0.3,0.1,0.5,5252,eta1_bench,AUC,0.41426537843636924
